instance_id;value;time
Impartial Culture_0;1.2922931243217015;1.6973578929901123
Impartial Culture_1;1.3090592308891413;0.7025651931762695
Impartial Culture_2;1.3241638817049368;0.4957163333892822
Impartial Culture_3;1.310571141291804;0.3300349712371826
Impartial Culture_4;1.3292688559471633;0.22034978866577148
Impartial Culture_5;1.2805458825251004;0.2249903678894043
Impartial Culture_6;1.3030986334352492;0.2297687530517578
Impartial Culture_7;1.2842022549024734;0.232863187789917
Impartial Culture_8;1.3037130988576708;0.22868990898132324
Impartial Culture_9;1.314188049901446;0.2294163703918457
Impartial Culture_10;1.3012669182438938;0.2206737995147705
Impartial Culture_11;1.314972303548194;0.2486867904663086
Impartial Culture_12;1.3175465951425707;0.3040914535522461
Impartial Culture_13;1.2815508194783125;0.44420528411865234
Impartial Culture_14;1.2965070923746531;0.4828646183013916
Impartial Culture_15;1.2897572948285139;0.542116641998291
SP by Conitzer_0;0.5580173818224253;0.5565996170043945
SP by Conitzer_1;0.5604083318957291;0.4061312675476074
SP by Conitzer_2;0.5086604734018592;0.48517823219299316
SP by Conitzer_3;0.542843083960491;0.4514949321746826
SP by Conitzer_4;0.5608508409788016;0.4673745632171631
SP by Conitzer_5;0.5506020739969716;0.40651416778564453
SP by Conitzer_6;0.5581610860696338;0.46927452087402344
SP by Conitzer_7;0.520867669984333;0.4334440231323242
SP by Conitzer_8;0.5397073040229634;0.39560961723327637
SP by Conitzer_9;0.5335543329994871;0.4634990692138672
SP by Conitzer_10;0.5550668525338268;0.4196000099182129
SP by Conitzer_11;0.5509594482036033;0.4572455883026123
SP by Conitzer_12;0.5574415901023954;0.372755765914917
SP by Conitzer_13;0.5182424778635913;0.4974708557128906
SP by Conitzer_14;0.5433559990291646;0.42183852195739746
SP by Conitzer_15;0.5404104842657309;0.3794362545013428
SP by Walsh_0;0.39267847313178045;0.4402506351470947
SP by Walsh_1;0.4114782776800089;0.40171265602111816
SP by Walsh_2;0.40806199070153104;0.4923527240753174
SP by Walsh_3;0.41482746211078825;0.3663012981414795
SP by Walsh_4;0.39416437972664975;0.44074511528015137
SP by Walsh_5;0.4173426021874209;0.49079465866088867
SP by Walsh_6;0.40753154140252706;0.32094645500183105
SP by Walsh_7;0.3747184259083832;0.3674945831298828
SP by Walsh_8;0.43663645408481094;0.34316086769104004
SP by Walsh_9;0.42113967302705924;0.42683839797973633
SP by Walsh_10;0.3992570094684635;0.48973965644836426
SP by Walsh_11;0.4003621712880059;0.36140942573547363
SP by Walsh_12;0.39153103021220403;0.43523311614990234
SP by Walsh_13;0.4329178675726756;0.4397284984588623
SP by Walsh_14;0.40784675097833073;0.46513938903808594
SP by Walsh_15;0.4172559650711566;0.416398286819458
SPOC_0;0.8704994773501139;0.3220491409301758
SPOC_1;0.874765945182229;0.49640345573425293
SPOC_2;0.8747906949371075;0.6042051315307617
SPOC_3;0.8736590367504925;0.544304370880127
SPOC_4;0.8671286983782889;0.554032564163208
SPOC_5;0.8577585808005935;0.5599746704101562
SPOC_6;0.8603536715605287;0.49004483222961426
SPOC_7;0.8666841636177098;0.518385648727417
SPOC_8;0.8414532775600244;0.50439453125
SPOC_9;0.8479866119832274;0.6213278770446777
SPOC_10;0.8520502909802309;0.7156589031219482
SPOC_11;0.8762968777962616;0.7291061878204346
SPOC_12;0.8532517653644472;0.6403818130493164
SPOC_13;0.8859330178428964;0.7017214298248291
SPOC_14;0.8899471840287727;0.6114540100097656
SPOC_15;0.8703819141422621;0.6598286628723145
Single-Crossing_0;0.4081944479877608;0.6989483833312988
Single-Crossing_1;0.41989064866744685;0.544304370880127
Single-Crossing_2;0.4045597472972631;0.44054102897644043
Single-Crossing_3;0.38447044805636515;0.5544390678405762
Single-Crossing_4;0.4116985295382336;0.468217134475708
Single-Crossing_5;0.41654833688707316;0.23327422142028809
Single-Crossing_6;0.45274907156418626;0.2510256767272949
Single-Crossing_7;0.40875101760430516;0.24667882919311523
Single-Crossing_8;0.41606754646964517;0.22907042503356934
Single-Crossing_9;0.42233802840880236;0.2349843978881836
Single-Crossing_10;0.43558060792772324;0.23221278190612793
Single-Crossing_11;0.4070329747946749;0.2707035541534424
Single-Crossing_12;0.46571036714442043;0.22777152061462402
Single-Crossing_13;0.4080251521125468;0.2245042324066162
Single-Crossing_14;0.39287195138837605;0.2681610584259033
Single-Crossing_15;0.4267490782536658;0.47617101669311523
GS Balanced_0;0.744663652520237;0.39585137367248535
GS Balanced_1;0.710377170149625;0.7154843807220459
GS Balanced_2;0.7584171257461744;0.5390355587005615
GS Balanced_3;0.720782075724963;0.41631340980529785
GS Balanced_4;0.7239167661391444;0.42970824241638184
GS Balanced_5;0.7450603826998187;0.43633079528808594
GS Balanced_6;0.7351111169469066;0.4004063606262207
GS Balanced_7;0.7155181098566663;0.4638094902038574
GS Balanced_8;0.7296887668643598;0.4177253246307373
GS Balanced_9;0.7093691296971489;0.41867613792419434
GS Balanced_10;0.749315458850025;0.5634036064147949
GS Balanced_11;0.7529021138908724;0.42580175399780273
