instance_id;value;time
Impartial Culture_0;0.10267857142857142;0.007979154586791992
Impartial Culture_1;0.05803571428571427;0.008974075317382812
Impartial Culture_2;0.08407738095238096;0.010970830917358398
Impartial Culture_3;0.08184523809523811;0.008976936340332031
Impartial Culture_4;0.05133928571428571;0.010972261428833008
Impartial Culture_5;0.09523809523809522;0.010969400405883789
Impartial Culture_6;0.0900297619047619;0.033040761947631836
Impartial Culture_7;0.07217261904761905;0.01196742057800293
Impartial Culture_8;0.08110119047619048;0.009165287017822266
Impartial Culture_9;0.07366071428571429;0.016012191772460938
Impartial Culture_10;0.0699404761904762;0.009977102279663086
Impartial Culture_11;0.078125;0.009028911590576172
Impartial Culture_12;0.06101190476190477;0.010039567947387695
Impartial Culture_13;0.07589285714285714;0.01102304458618164
Impartial Culture_14;0.08705357142857142;0.01011967658996582
Impartial Culture_15;0.0699404761904762;0.011032819747924805
SP by Conitzer_0;0.30654761904761907;0.00909733772277832
SP by Conitzer_1;0.31324404761904756;0.010099411010742188
SP by Conitzer_2;0.35714285714285715;0.006044149398803711
SP by Conitzer_3;0.3206845238095238;0.00806736946105957
SP by Conitzer_4;0.2842261904761905;0.008048057556152344
SP by Conitzer_5;0.27529761904761907;0.008092880249023438
SP by Conitzer_6;0.32068452380952384;0.010034322738647461
SP by Conitzer_7;0.32068452380952384;0.012099981307983398
SP by Conitzer_8;0.31026785714285715;0.017174243927001953
SP by Conitzer_9;0.32142857142857145;0.08628368377685547
SP by Conitzer_10;0.32589285714285715;0.014139890670776367
SP by Conitzer_11;0.32291666666666663;0.013092041015625
SP by Conitzer_12;0.328125;0.008043527603149414
SP by Conitzer_13;0.36086309523809523;0.010089635848999023
SP by Conitzer_14;0.2998511904761905;0.01621699333190918
SP by Conitzer_15;0.27901785714285715;0.010040521621704102
SP by Walsh_0;0.6316964285714286;0.00809168815612793
SP by Walsh_1;0.6220238095238095;0.008027315139770508
SP by Walsh_2;0.6116071428571429;0.01009058952331543
SP by Walsh_3;0.6078869047619049;0.010027647018432617
SP by Walsh_4;0.6421130952380951;0.011085748672485352
SP by Walsh_5;0.6160714285714286;0.010097026824951172
SP by Walsh_6;0.609375;0.020163297653198242
SP by Walsh_7;0.65625;0.009102106094360352
SP by Walsh_8;0.5959821428571429;0.004987239837646484
SP by Walsh_9;0.599702380952381;0.005040884017944336
SP by Walsh_10;0.628720238095238;0.006027698516845703
SP by Walsh_11;0.6264880952380951;0.0070416927337646484
SP by Walsh_12;0.6361607142857143;0.005040168762207031
SP by Walsh_13;0.574404761904762;0.006048917770385742
SP by Walsh_14;0.6145833333333333;0.004043102264404297
SP by Walsh_15;0.6175595238095238;0.004038810729980469
SPOC_0;0.07366071428571429;0.00399017333984375
SPOC_1;0.06324404761904764;0.005038022994995117
SPOC_2;0.06324404761904763;0.006034135818481445
SPOC_3;0.049851190476190466;0.00603938102722168
SPOC_4;0.04761904761904763;0.005042314529418945
SPOC_5;0.0930059523809524;0.005039215087890625
SPOC_6;0.07142857142857142;0.003989219665527344
SPOC_7;0.0930059523809524;0.005037069320678711
SPOC_8;0.13095238095238096;0.03196549415588379
SPOC_9;0.11755952380952381;0.012090444564819336
SPOC_10;0.10119047619047619;0.012082576751708984
SPOC_11;0.08184523809523811;0.02637457847595215
SPOC_12;0.10193452380952382;0.013078927993774414
SPOC_13;0.0424107142857143;0.010027885437011719
SPOC_14;0.038690476190476185;0.009105682373046875
SPOC_15;0.09672619047619045;0.014092683792114258
Single-Crossing_0;0.5119047619047619;0.01008749008178711
Single-Crossing_1;0.4880952380952381;0.01021575927734375
Single-Crossing_2;0.49776785714285715;0.00903463363647461
Single-Crossing_3;0.527529761904762;0.009083271026611328
Single-Crossing_4;0.4873511904761904;0.013084888458251953
Single-Crossing_5;0.5000000000000001;0.01002955436706543
Single-Crossing_6;0.4479166666666667;0.0060346126556396484
Single-Crossing_7;0.4992559523809524;0.007089376449584961
Single-Crossing_8;0.4918154761904763;0.006032466888427734
Single-Crossing_9;0.48437499999999994;0.007030963897705078
Single-Crossing_10;0.4680059523809524;0.0070343017578125
Single-Crossing_11;0.5081845238095238;0.008032083511352539
Single-Crossing_12;0.42931547619047616;0.00809025764465332
Single-Crossing_13;0.5089285714285714;0.008043527603149414
Single-Crossing_14;0.5141369047619048;0.009033441543579102
Single-Crossing_15;0.49627976190476186;0.009087085723876953
GS Balanced_0;0.07812499999999997;0.008029460906982422
GS Balanced_1;0.12053571428571429;0.010112762451171875
GS Balanced_2;0.06622023809523804;0.009029865264892578
GS Balanced_3;0.12946428571428575;0.009095191955566406
GS Balanced_4;0.10416666666666667;0.015091657638549805
GS Balanced_5;0.08482142857142858;0.008096456527709961
GS Balanced_6;0.09151785714285718;0.014097452163696289
GS Balanced_7;0.10639880952380956;0.019132137298583984
GS Balanced_8;0.09747023809523811;0.010101795196533203
GS Balanced_9;0.1346726190476191;0.02112889289855957
GS Balanced_10;0.054315476190476206;0.024118900299072266
GS Balanced_11;0.04017857142857146;0.013147592544555664
GS Balanced_12;0.08705357142857137;0.01508784294128418
GS Balanced_13;0.025297619047619062;0.012089729309082031
GS Balanced_14;0.10639880952380958;0.012131690979003906
GS Balanced_15;0.06994047619047625;0.013092994689941406
GS Caterpillar_0;0.058779761904761904;0.01614236831665039
GS Caterpillar_1;0.05877976190476197;0.015086650848388672
GS Caterpillar_2;0.10342261904761904;0.03337240219116211
GS Caterpillar_3;0.11160714285714289;0.02113199234008789
GS Caterpillar_4;0.07886904761904766;0.02521657943725586
