instance_id_1;instance_id_2;distance;time
Interval_15;Circle_5;534.0;20.539411306381226
Interval_15;Circle_6;451.0;18.478628873825073
Interval_15;Circle_7;543.0;19.650498390197754
Interval_15;Circle_8;559.0;18.50701594352722
Interval_15;Circle_9;546.0;20.236113786697388
Interval_15;Circle_10;427.0;19.239601373672485
Interval_15;Circle_11;503.0;36.522231101989746
Interval_15;Circle_12;576.0;33.98731708526611
Interval_15;Circle_13;512.0;24.375059604644775
Interval_15;Circle_14;598.0;18.966907739639282
Interval_15;Circle_15;482.0;20.575845956802368
Interval_15;Sphere_0;604.0;19.893062353134155
Interval_15;Sphere_1;643.0;20.120378255844116
Interval_15;Sphere_2;581.0;18.99182891845703
Interval_15;Sphere_3;634.0;18.96853494644165
Interval_15;Sphere_4;622.0;27.898130178451538
Interval_15;Sphere_5;633.0;35.9778835773468
Interval_15;Sphere_6;620.0;35.97265410423279
Interval_15;Sphere_7;631.0;36.48937749862671
Interval_15;Sphere_8;657.0;20.258458375930786
Interval_15;Sphere_9;614.0;19.34272789955139
Interval_15;Sphere_10;676.0;18.887091398239136
Interval_15;Sphere_11;655.0;26.778911590576172
Interval_15;Sphere_12;632.0;35.51332139968872
Interval_15;Sphere_13;622.0;36.23062539100647
Interval_15;Sphere_14;614.0;35.6071560382843
Interval_15;Sphere_15;528.0;35.57407021522522
Interval_15;Urn_0;475.0;32.51826620101929
Interval_15;Urn_1;587.0;32.81603670120239
Interval_15;Urn_2;657.0;33.282307147979736
Interval_15;Urn_3;676.0;34.828781604766846
Interval_15;Urn_4;753.0;35.09058332443237
Interval_15;Urn_5;628.0;30.21760082244873
Interval_15;Urn_6;509.0;32.08354306221008
Interval_15;Urn_7;726.0;34.922290325164795
Interval_15;Urn_8;526.0;32.95293378829956
Interval_15;Urn_9;562.0;33.92645239830017
Interval_15;Urn_10;602.0;32.42566442489624
Interval_15;Urn_11;568.0;26.6554274559021
Interval_15;Urn_12;501.0;18.322327136993408
Interval_15;Urn_13;670.0;17.619806051254272
Interval_15;Urn_14;562.0;17.388664484024048
Interval_15;Urn_15;548.0;16.39638066291809
Interval_15;Urn_16;806.0;14.223850965499878
Interval_15;Urn_17;638.0;18.148975610733032
Interval_15;Urn_18;667.0;18.018597841262817
Interval_15;Urn_19;587.0;17.367767095565796
Interval_15;Urn_20;658.0;15.375172853469849
Interval_15;Urn_21;692.0;14.825754404067993
Interval_15;Urn_22;537.0;16.810413122177124
Interval_15;Urn_23;810.0;14.1535062789917
Interval_15;Urn_24;486.0;17.257850170135498
Interval_15;Urn_25;708.0;17.53012752532959
Interval_15;Urn_26;765.0;18.48968529701233
Interval_15;Urn_27;741.0;18.34518599510193
Interval_15;Urn_28;555.0;15.67837405204773
Interval_15;Urn_29;695.0;18.464126110076904
Interval_15;Urn_30;588.0;29.65351700782776
Interval_15;Urn_31;608.0;28.71187734603882
Interval_15;Urn_32;658.0;16.44398784637451
Interval_15;Urn_33;635.0;18.315067768096924
Interval_15;Urn_34;495.0;30.240161180496216
Interval_15;Urn_35;607.0;33.54703664779663
Interval_15;Urn_36;591.0;34.48137021064758
Interval_15;Urn_37;670.0;33.7885479927063
Interval_15;Urn_38;614.0;33.22702503204346
Interval_15;Urn_39;850.0;28.547434329986572
Interval_15;Urn_40;597.0;33.09358215332031
Interval_15;Urn_41;631.0;34.24555802345276
Interval_15;Urn_42;785.0;35.83615040779114
Interval_15;Urn_43;756.0;31.453020095825195
Interval_15;Urn_44;593.0;34.322739362716675
Interval_15;Urn_45;644.0;33.69982290267944
Interval_15;Urn_46;571.0;33.87596845626831
Interval_15;Urn_47;663.0;30.268494367599487
Interval_15;Mallows_0;735.0;19.56606960296631
Interval_15;Mallows_1;699.0;20.352418661117554
Interval_15;Mallows_2;765.0;17.18559503555298
Interval_15;Mallows_3;734.0;37.01705765724182
Interval_15;Mallows_4;718.0;37.84745478630066
Interval_15;Mallows_5;789.0;30.149945974349976
Interval_15;Mallows_6;761.0;31.074506998062134
Interval_15;Mallows_7;719.0;38.63318943977356
Interval_15;Mallows_8;781.0;35.56525707244873
Interval_15;Mallows_9;757.0;28.645951986312866
Interval_15;Mallows_10;708.0;20.88451600074768
Interval_15;Mallows_11;719.0;28.743805170059204
Interval_15;Mallows_12;773.0;36.455366373062134
Interval_15;Mallows_13;687.0;38.652687549591064
Interval_15;Mallows_14;724.0;26.944461584091187
Interval_15;Mallows_15;718.0;20.195851802825928
Interval_15;Mallows_16;794.0;30.138131856918335
Interval_15;Mallows_17;773.0;30.324808835983276
Interval_15;Mallows_18;705.0;24.96545124053955
Interval_15;Mallows_19;712.0;26.813364505767822
Interval_15;Mallows_20;758.0;36.256372928619385
Interval_15;Mallows_21;719.0;34.41815805435181
Interval_15;Mallows_22;713.0;38.122124433517456
Interval_15;Mallows_23;719.0;24.895771980285645
Interval_15;Mallows_24;711.0;22.285502195358276
Interval_15;Mallows_25;775.0;15.086154699325562
Interval_15;Mallows_26;766.0;23.893593072891235
Interval_15;Mallows_27;744.0;20.634230613708496
Interval_15;Mallows_28;745.0;17.841018438339233
Interval_15;Mallows_29;767.0;19.148678302764893
Interval_15;Mallows_30;799.0;21.38406801223755
Interval_15;Mallows_31;703.0;37.172306060791016
Interval_15;Mallows_32;795.0;29.1034939289093
Interval_15;Mallows_33;792.0;30.38455367088318
Interval_15;Mallows_34;685.0;20.21194291114807
Interval_15;Mallows_35;762.0;19.353944301605225
Interval_15;Mallows_36;718.0;21.047500371932983
Interval_15;Mallows_37;769.0;16.218462228775024
Interval_15;Mallows_38;708.0;20.900192499160767
Interval_15;Mallows_39;739.0;20.17074704170227
Interval_15;Mallows_40;741.0;24.47838592529297
Interval_15;Mallows_41;741.0;37.11970829963684
Interval_15;Mallows_42;814.0;28.71396255493164
Interval_15;Mallows_43;746.0;38.106866121292114
Interval_15;Mallows_44;776.0;35.927237033843994
Interval_15;Mallows_45;750.0;32.260507345199585
Interval_15;Mallows_46;700.0;38.36962080001831
Interval_15;Mallows_47;797.0;29.42472767829895
Interval_15;UN_0;812.0;34.84864354133606
Interval_15;UN_1;821.0;34.955522775650024
Interval_15;UN_2;838.0;35.020538091659546
Interval_15;UN_3;835.0;35.07603573799133
Interval_15;ID;850.0;28.712028741836548
Interval_15;AN;494.0;32.33558225631714
Interval_15;UNSTA;841.0;36.58171105384827
Interval_15;UNSTB;846.0;35.993943214416504
Interval_15;UNSTC;818.0;35.82143712043762
Interval_15;ST_0;795.0;35.31717538833618
Interval_15;ST_1;787.0;34.09562873840332
Interval_15;ST_2;792.0;35.18419599533081
Interval_15;ST_3;795.0;35.52546572685242
Interval_15;IDSTA;809.0;32.02251410484314
Interval_15;IDSTB;806.0;31.165135622024536
Interval_15;IDSTC;798.0;30.78737473487854
Interval_15;IDAN_0;770.0;28.501999855041504
Interval_15;IDAN_1;678.0;21.79134774208069
Interval_15;IDAN_2;586.0;16.501953125
Interval_15;IDAN_3;500.0;16.806479930877686
Interval_15;IDAN_4;420.0;15.211256265640259
Interval_15;IDAN_5;364.0;15.156789064407349
Interval_15;IDAN_6;332.0;15.220293760299683
Interval_15;IDAN_7;310.0;16.289425373077393
Interval_15;IDAN_8;328.0;19.37573480606079
Interval_15;IDAN_9;368.0;15.557708263397217
Interval_15;IDAN_10;428.0;16.04127311706543
Interval_15;ANUN_0;493.0;16.875309467315674
Interval_15;ANUN_1;493.0;19.293452978134155
Interval_15;ANUN_2;501.0;22.13332176208496
Interval_15;ANUN_3;511.0;17.608259201049805
Interval_15;ANUN_4;525.0;17.8260178565979
Interval_15;ANUN_5;555.0;18.29317021369934
Interval_15;ANUN_6;602.0;18.645936489105225
Interval_15;ANUN_7;639.0;18.65401339530945
Interval_15;ANUN_8;677.0;19.047418355941772
Interval_15;ANUN_9;777.0;18.935208797454834
Interval_15;ANUN_10;798.0;19.768537521362305
Interval_15;Irish_0;710.0;21.461307287216187
Interval_15;Irish_1;697.0;19.63198232650757
Interval_15;Irish_2;725.0;19.722819566726685
Interval_15;Irish_3;641.0;19.46462631225586
Interval_15;Irish_4;647.0;25.36880326271057
Interval_15;Irish_5;648.0;19.376718044281006
Interval_15;Irish_6;698.0;19.325887441635132
Interval_15;Irish_7;716.0;19.62927794456482
Interval_15;Sushi_0;697.0;23.059192895889282
Interval_15;Sushi_1;661.0;32.92392611503601
Interval_15;Sushi_2;625.0;34.24126577377319
Interval_15;Sushi_3;634.0;20.690372943878174
Interval_15;Sushi_4;654.0;20.138882160186768
Interval_15;Sushi_5;619.0;24.06582999229431
Interval_15;Sushi_6;682.0;21.071844339370728
Interval_15;Sushi_7;650.0;21.258668422698975
Interval_15;Grenoble_0;622.0;20.003141164779663
Interval_15;Grenoble_1;637.0;19.967697381973267
Interval_15;Grenoble_2;673.0;24.124574899673462
Interval_15;Grenoble_3;614.0;32.705100536346436
Interval_15;Grenoble_4;623.0;36.38453149795532
Interval_15;Grenoble_5;621.0;37.80242156982422
Interval_15;Grenoble_6;631.0;38.19089365005493
Interval_15;Grenoble_7;700.0;37.81016492843628
Square_0;Square_1;350.0;34.487409591674805
Square_0;Square_2;341.0;24.541813611984253
Square_0;Square_3;330.0;20.78776240348816
Square_0;Square_4;315.0;20.54417395591736
Square_0;Square_5;324.0;25.348244190216064
Square_0;Square_6;345.0;37.67608094215393
Square_0;Square_7;327.0;37.698617458343506
Square_0;Square_8;362.0;37.574547290802
Square_0;Square_9;353.0;36.99578332901001
Square_0;Square_10;399.0;38.11766767501831
Square_0;Square_11;384.0;37.97150206565857
Square_0;Square_12;372.0;38.59298610687256
Square_0;Square_13;380.0;26.575218677520752
Square_0;Square_14;389.0;19.3529269695282
Square_0;Square_15;311.0;23.813353538513184
Square_0;Cube_0;414.0;23.200668334960938
Square_0;Cube_1;439.0;40.811532497406006
Square_0;Cube_2;469.0;35.84524178504944
Square_0;Cube_3;471.0;21.639259338378906
Square_0;Cube_4;422.0;20.43850588798523
Square_0;Cube_5;428.0;27.70202660560608
Square_0;Cube_6;468.0;24.802923440933228
Square_0;Cube_7;470.0;20.05844211578369
Square_0;Cube_8;527.0;20.87456727027893
Square_0;Cube_9;450.0;22.96668553352356
Square_0;Cube_10;457.0;26.920806646347046
Square_0;Cube_11;459.0;20.164220809936523
Square_0;Cube_12;386.0;20.174360752105713
Square_0;Cube_13;422.0;20.824506998062134
Square_0;Cube_14;483.0;32.593992471694946
Square_0;Cube_15;452.0;20.142314672470093
Square_0;5-Cube_0;481.0;22.02836537361145
Square_0;5-Cube_1;444.0;24.354164123535156
Square_0;5-Cube_2;460.0;24.76322102546692
Square_0;5-Cube_3;528.0;19.731703996658325
Square_0;5-Cube_4;500.0;20.042492866516113
Square_0;5-Cube_5;431.0;22.426644563674927
Square_0;5-Cube_6;510.0;23.231085300445557
Square_0;5-Cube_7;488.0;22.594804763793945
Square_0;10-Cube_0;520.0;21.175233602523804
Square_0;10-Cube_1;505.0;30.229875564575195
Square_0;10-Cube_2;583.0;34.504538774490356
Square_0;10-Cube_3;539.0;33.59914040565491
Square_0;10-Cube_4;553.0;20.3859806060791
